"start","end","height","cover_type","cover_type_sub","genus","species","site","line","site_line","date","line_length"
13.1,13.85,8,"shrub","broadleaf_shrub","Rubus","","M-6","L3","M-6L3",2024-06-01,0.75
14,15.2,4,"forb","forb_other","","","M-6","L3","M-6L3",2024-06-01,1.2
15.3,16.1,6,"grass","grass_other","","","M-6","L3","M-6L3",2024-06-01,0.800000000000001
16.11,16.4,7,"grass","grass_other","","","M-6","L3","M-6L3",2024-06-01,0.289999999999999
16.41,18.2,8,"forb","forb_other","","","M-6","L3","M-6L3",2024-06-01,1.79
18.21,18.55,4.5,"shrub","broadleaf_shrub","Morella","","M-6","L3","M-6L3",2024-06-01,0.34
18.6,19.1,5,"grass","bluestem","","","M-6","L3","M-6L3",2024-06-01,0.5
19.11,20,10,"shrub","broadleaf_shrub","Rubus/Morella","","M-6","L3","M-6L3",2024-06-01,0.890000000000001
0,0.4,4,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.4
1,1.5,4,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.5
1.65,1.9,5,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.25
2.7,3.1,4,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.4
4.5,4.8,6,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.3
4.9,5.2,3,"forb","forb_vine","","","M-6","L2","M-6L2",2024-06-01,0.3
5.6,6.05,4.5,"grass","bluestem","","","M-6","L2","M-6L2",2024-06-01,0.45
6.7,7.2,5,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.5
7.5,7.85,2,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.35
9.2,9.9,3,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.700000000000001
10.3,10.65,6,"grass","bluestem","","","M-6","L2","M-6L2",2024-06-01,0.35
10.66,11.2,2,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.539999999999999
11.6,11.95,7.5,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.35
12.7,13,5.5,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.300000000000001
13.2,13.6,3.5,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.4
14.4,15.1,7,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.699999999999999
15.2,15.4,4.5,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.200000000000001
15.5,15.95,7,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.449999999999999
15.96,16.5,4,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.539999999999999
16.8,17.4,6,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.599999999999998
17.6,17.9,4,"forb","forb_other","","","M-6","L2","M-6L2",2024-06-01,0.299999999999997
18.15,18.4,6,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,0.25
18.8,20,4,"grass","grass_other","","","M-6","L2","M-6L2",2024-06-01,1.2
0,1.1,4,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,1.1
1.55,1.8,5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.25
2.2,3.6,4,"forb","forb_other","rhexia/juncus","","M-6","L1","M-6L1",2024-06-01,1.4
3.8,4.4,6,"grass","grass_other","","","M-6","L1","M-6L1",2024-06-01,0.600000000000001
7.8,8.2,6,"conifer","pine","","","M-6","L1","M-6L1",2024-06-01,0.399999999999999
8.7,8.9,5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.200000000000001
10.9,13.4,4.5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,2.5
13.7,14.25,3.5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.550000000000001
16.3,16.5,3.5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.199999999999999
16.9,17.25,2.5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.350000000000001
18.15,18.5,3,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.350000000000001
18.85,19.1,5,"forb","forb_other","","","M-6","L1","M-6L1",2024-06-01,0.25
0.5,2.3,20,"shrub","broadleaf_shrub","Rubus","","M-12","L4","M-12L4",2024-06-16,1.8
2.31,5.2,8.5,"shrub","broadleaf_shrub","Rubus","","M-12","L4","M-12L4",2024-06-16,2.89
5.21,5.6,5,"grass","non_native","","","M-12","L4","M-12L4",2024-06-16,0.39
5.65,7.3,9.5,"shrub","broadleaf_shrub","Rubus","","M-12","L4","M-12L4",2024-06-16,1.65
7.31,7.8,11,"forb","forb_other","","","M-12","L4","M-12L4",2024-06-16,0.49
7.81,10,16,"shrub","broadleaf_shrub","Rubus","","M-12","L4","M-12L4",2024-06-16,2.19
0.3,0.6,6.5,"grass","non-native","","","M-12","L3","M-12L3",2024-06-16,0.3
1.1,6.2,11.05,"shrub","broadleaf_shrub","Rubus","","M-12","L3","M-12L3",2024-06-16,5.1
6.3,7,6,"grass","non-native","","","M-12","L3","M-12L3",2024-06-16,0.7
7.01,7.7,9,"shrub","broadleaf_shrub","Rubus","","M-12","L3","M-12L3",2024-06-16,0.69
7.71,7.9,6.5,"shrub","broadleaf_shrub","Bacchis","","M-12","L3","M-12L3",2024-06-16,0.19
8,8.3,10,"shrub","broadleaf_shrub","Bachis","","M-12","L3","M-12L3",2024-06-16,0.300000000000001
8.31,8.6,13,"shrub","broadleaf_shrub","Rubus","","M-12","L3","M-12L3",2024-06-16,0.289999999999999
8.61,8.99,5,"grass","non-native","","","M-12","L3","M-12L3",2024-06-16,0.380000000000001
9,10,17,"shrub","broadleaf_shrub","Morella","","M-12","L3","M-12L3",2024-06-16,1
0,1,4,"grass","non_native","","","M-12","L2","M-12L2",2024-06-16,1
1.1,3.1,20,"shrub","broadleaf_shrub","Morella/Rubus","","M-12","L2","M-12L2",2024-06-16,2
3.11,3.9,9,"shrub","broadleaf_shrub","Rubus","","M-12","L2","M-12L2",2024-06-16,0.79
4.3,5.3,20,"shrub","broadleaf_shrub","Morella","","M-12","L2","M-12L2",2024-06-16,1
5.35,5.8,6,"grass","non_native","","","M-12","L2","M-12L2",2024-06-16,0.45
6,6.8,20,"shrub","broadleaf_shrub","Rubus","","M-12","L2","M-12L2",2024-06-16,0.8
7,8.5,20,"shrub","broadleaf_shrub","Morella","","M-12","L2","M-12L2",2024-06-16,1.5
8.51,10,4,"grass","non_native","","","M-12","L2","M-12L2",2024-06-16,1.49
0.7,1.5,3.5,"grass","non_native","Paspalum ","","M-12","L1","M-12L1",2024-06-16,0.8
1.51,1.9,5,"shrub","broadleaf_shrub","Rubus","","M-12","L1","M-12L1",2024-06-16,0.39
2,2.7,10,"shrub","broadleaf_shrub","Rubus","","M-12","L1","M-12L1",2024-06-16,0.7
2.8,3.7,20,"conifer","pine","","","M-12","L1","M-12L1",2024-06-16,0.9
3.9,5.7,16,"shrub","broadleaf_shrub","Rubus","","M-12","L1","M-12L1",2024-06-16,1.8
5.75,10,20,"shrub","broadleaf_shrub","Morella","","M-12","L1","M-12L1",2024-06-16,4.25
0.3,3,4,"forb","forb_other","","","M-10","L4","M-10L4",2024-04-16,2.7
3.3,3.7,3,"forb","forb_other","","","M-10","L4","M-10L4",2024-04-16,0.4
3.71,4.3,5,"grass","bluestem","","","M-10","L4","M-10L4",2024-04-16,0.59
5,5.25,2,"forb","forb_other","","","M-10","L4","M-10L4",2024-04-16,0.25
5.35,5.65,5,"grass","bluestem","","","M-10","L4","M-10L4",2024-04-16,0.300000000000001
6.35,7.9,3,"forb","forb_other","","","M-10","L4","M-10L4",2024-04-16,1.55
9.6,11.7,5,"forb","forb_other","","","M-10","L4","M-10L4",2024-04-16,2.1
12.5,20,7,"grass","grass_other","","","M-10","L4","M-10L4",2024-04-16,7.5
0.3,0.6,4,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,0.3
0.95,1.6,13,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,0.65
1.61,2.7,7,"grass","grass_other","","","M-10","L3","M-10L3",2024-04-16,1.09
2.71,3,5.5,"grass","bluestem","","","M-10","L3","M-10L3",2024-04-16,0.29
3.2,4.1,5,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,0.899999999999999
4.11,4.45,5,"grass","grass_other","","","M-10","L3","M-10L3",2024-04-16,0.34
4.7,5.1,4.5,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,0.399999999999999
5.45,7.2,5,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,1.75
7.5,8.35,6,"grass","grass_other","","","M-10","L3","M-10L3",2024-04-16,0.85
8.75,9.15,7,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,0.4
9.3,16.9,8,"grass","grass_other","","","M-10","L3","M-10L3",2024-04-16,7.6
17,17.3,7.5,"forb","forb_other","","","M-10","L3","M-10L3",2024-04-16,0.300000000000001
17.8,18.55,7,"grass","grass_other","","","M-10","L3","M-10L3",2024-04-16,0.75
18.65,19.4,8,"shrub","broadleaf_shrub","Rubus","","M-10","L3","M-10L3",2024-04-16,0.75
19.41,19.8,6,"grass","grass_other","","","M-10","L3","M-10L3",2024-04-16,0.390000000000001
1,1.7,7,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,0.7
1.71,3,6,"grass","grass_other","","","M-10","L2","M-10L2",2024-04-16,1.29
3.1,3.5,9,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,0.4
3.55,4,7,"grass","bluestem","","","M-10","L2","M-10L2",2024-04-16,0.45
4.01,4.3,2,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,0.29
4.31,4.8,4,"grass","bluestem","","","M-10","L2","M-10L2",2024-04-16,0.49
4.81,6.2,4,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,1.39
7.25,8.1,18,"conifer","pine","","","M-10","L2","M-10L2",2024-04-16,0.85
8.3,8.7,6,"grass","grass_other","","","M-10","L2","M-10L2",2024-04-16,0.399999999999999
8.95,10.29,1.5,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,1.34
10.3,10.6,5,"grass","bluestem","","","M-10","L2","M-10L2",2024-04-16,0.299999999999999
11.6,12.5,6,"grass","bluestem","","","M-10","L2","M-10L2",2024-04-16,0.9
12.51,13.7,15,"conifer","pine","","","M-10","L2","M-10L2",2024-04-16,1.19
13.71,14.4,6,"grass","bluestem","","","M-10","L2","M-10L2",2024-04-16,0.69
14.5,16.9,1,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,2.4
16.91,17.35,4,"grass","bluestem","","","M-10","L2","M-10L2",2024-04-16,0.440000000000001
17.36,17.7,1.5,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,0.34
19,19.5,5,"grass","grass_other","","","M-10","L2","M-10L2",2024-04-16,0.5
19.7,20,4,"forb","forb_other","","","M-10","L2","M-10L2",2024-04-16,0.300000000000001
2.7,3.7,6,"grass","bluestem","","","M-10","L1","M-10L1",2024-04-16,1
3.8,4.5,2,"forb","forb_other","","","M-10","L1","M-10L1",2024-04-16,0.7
6.1,7.05,5,"forb","forb_other","","","M-10","L1","M-10L1",2024-04-16,0.95
7.1,7.4,6,"grass","bluestem","","","M-10","L1","M-10L1",2024-04-16,0.300000000000001
7.41,8.4,4.5,"forb","forb_other","","","M-10","L1","M-10L1",2024-04-16,0.99
10.9,11.3,5.5,"grass","bluestem","","","M-10","L1","M-10L1",2024-04-16,0.4
11.8,13.7,4.5,"grass","grass_other","","","M-10","L1","M-10L1",2024-04-16,1.9
15.8,16.1,4,"grass","grass_other","","","M-10","L1","M-10L1",2024-04-16,0.300000000000001
13.71,14.1,11,"forb","forb_other","","","M-10","L1","M-10L1",2024-04-16,0.389999999999999
14.11,15.4,4.5,"grass","grass_other","","","M-10","L1","M-10L1",2024-04-16,1.29
16.3,16.6,5,"grass","bluestem","","","M-10","L1","M-10L1",2024-04-16,0.300000000000001
16.8,17.7,0.5,"forb","forb_other","","","M-10","L1","M-10L1",2024-04-16,0.899999999999999
18.4,19,7,"grass","bluestem","","","M-10","L1","M-10L1",2024-04-16,0.600000000000001
19.45,20,5.5,"grass","bluestem","","","M-10","L1","M-10L1",2024-04-16,0.550000000000001
1.3,2.1,6,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,0.8
2.9,3.1,2,"forb","forb_other","","","T-4","L4","T-4L4",2024-06-07,0.2
3.11,3.6,4,"shrub","broadleaf_shrub","Illex","","T-4","L4","T-4L4",2024-06-07,0.49
3.61,4,6,"grass","bluestem","","","T-4","L4","T-4L4",2024-06-07,0.39
4.05,5.25,8,"shrub","broadleaf_shrub","Illex","","T-4","L4","T-4L4",2024-06-07,1.2
5.3,5.9,5.5,"shrub","broadleaf_shrub","Illex","","T-4","L4","T-4L4",2024-06-07,0.600000000000001
7.15,8,8.5,"shrub","broadleaf_shrub","Illex/Rubus","","T-4","L4","T-4L4",2024-06-07,0.85
8.01,9.1,11,"shrub","broadleaf_shrub","Hypericum","","T-4","L4","T-4L4",2024-06-07,1.09
9.6,10.6,6,"grass","bluestem","","","T-4","L4","T-4L4",2024-06-07,1
10.61,10.9,6.5,"shrub","broadleaf_shrub","Illex","","T-4","L4","T-4L4",2024-06-07,0.290000000000001
11,12,9,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,1
12.01,12.21,5,"grass","grass_other","","","T-4","L4","T-4L4",2024-06-07,0.200000000000001
12.25,12.5,6,"grass","bluestem","","","T-4","L4","T-4L4",2024-06-07,0.25
12.55,12.8,5.5,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,0.25
12.85,13.05,5,"grass","bluestem","","","T-4","L4","T-4L4",2024-06-07,0.200000000000001
14.1,15.5,9,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,1.4
15.51,15.85,5,"grass","grass_other","","","T-4","L4","T-4L4",2024-06-07,0.34
16.4,17.2,5,"grass","bluestem","","","T-4","L4","T-4L4",2024-06-07,0.800000000000001
17.3,17.9,6,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,0.599999999999998
17.91,18.3,6,"grass","bluestem","","","T-4","L4","T-4L4",2024-06-07,0.390000000000001
18.31,18.8,7,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,0.490000000000002
18.81,19.1,7,"grass","grass_other","","","T-4","L4","T-4L4",2024-06-07,0.290000000000003
19.4,20,7,"shrub","broadleaf_shrub","Rubus","","T-4","L4","T-4L4",2024-06-07,0.600000000000001
0.9,1.3,4.5,"grass","bluestem","","","T-4","L3","T-4L3",2024-06-07,0.4
1.9,2.4,4,"shrub","broadleaf_shrub","Rubus","","T-4","L3","T-4L3",2024-06-07,0.5
2.65,3.1,3.5,"shrub","broadleaf_shrub","Rubus","","T-4","L3","T-4L3",2024-06-07,0.45
3.35,4.3,9,"shrub","broadleaf_shrub","Rubus ","","T-4","L3","T-4L3",2024-06-07,0.95
4.31,4.8,5,"grass","bluestem","","","T-4","L3","T-4L3",2024-06-07,0.49
5,5.65,8,"shrub","broadleaf_shrub","Rubus","","T-4","L3","T-4L3",2024-06-07,0.65
6.15,7.5,7,"grass","bluestem","","","T-4","L3","T-4L3",2024-06-07,1.35
7.75,8.3,6,"shrub","broadleaf_shrub","Rubus","","T-4","L3","T-4L3",2024-06-07,0.550000000000001
8.4,9.4,15,"shrub","broadleaf_shrub","Illex","","T-4","L3","T-4L3",2024-06-07,1
9.41,12.6,7,"shrub","broadleaf_shrub","Rubus","","T-4","L3","T-4L3",2024-06-07,3.19
12.61,14.5,5.5,"grass","bluestem","","","T-4","L3","T-4L3",2024-06-07,1.89
14.51,15.7,2.5,"grass","grass_other","","","T-4","L3","T-4L3",2024-06-07,1.19
16.05,16.6,3,"grass","grass_other","","","T-4","L3","T-4L3",2024-06-07,0.550000000000001
17,17.4,6,"grass","bluestem","","","T-4","L3","T-4L3",2024-06-07,0.399999999999999
18.6,19.1,5,"grass","grass_other","","","T-4","L3","T-4L3",2024-06-07,0.5
19.2,20,5,"grass","grass_other","","","T-4","L3","T-4L3",2024-06-07,0.800000000000001
0.3,1.3,8.5,"shrub","broadleaf_shrub","Rubus","","T-4","L2","T-4L2",2024-06-07,1
1.31,4,5,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,2.69
4.3,4.75,5,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.45
4.76,5.15,8,"shrub","broadleaf_shrub","Hypericum","","T-4","L2","T-4L2",2024-06-07,0.390000000000001
5.4,5.8,6,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.399999999999999
7.3,8.3,4.5,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,1
9.15,9.45,4,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.299999999999999
10,10.4,14,"conifer","pine","","","T-4","L2","T-4L2",2024-06-07,0.4
10.41,10.8,7,"shrub","broadleaf_shrub","Rubus","","T-4","L2","T-4L2",2024-06-07,0.390000000000001
10.81,11.2,4.5,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.389999999999999
11.21,11.85,5.5,"shrub","broadleaf_shrub","Rubus","","T-4","L2","T-4L2",2024-06-07,0.639999999999999
11.86,12.4,5,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.540000000000001
12.8,13.4,4,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.6
13.41,14.35,3.5,"grass","grass_other","","","T-4","L2","T-4L2",2024-06-07,0.94
14.4,15.3,4,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.9
15.31,16,4,"grass","grass_other","","","T-4","L2","T-4L2",2024-06-07,0.69
16.5,16.9,2,"forb","forb_other","","","T-4","L2","T-4L2",2024-06-07,0.399999999999999
16.91,17.25,4,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,0.34
17.4,19.4,6,"grass","bluestem","","","T-4","L2","T-4L2",2024-06-07,2
0,1.35,10,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,1.35
1.36,2.2,3,"grass","bluestem","","","T-4","L1","T-4L1",2024-06-07,0.84
2.25,3,2.5,"shrub","broadleaf_vine","Muscadina","","T-4","L1","T-4L1",2024-06-07,0.75
3.95,4.3,5,"grass","bluestem","","","T-4","L1","T-4L1",2024-06-07,0.35
4.31,4.7,13,"forb","forb_other","","","T-4","L1","T-4L1",2024-06-07,0.390000000000001
5.95,6.4,5,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,0.45
7.4,7.9,20,"conifer","pine","","","T-4","L1","T-4L1",2024-06-07,0.5
8,8.35,9,"forb","forb_other","","","T-4","L1","T-4L1",2024-06-07,0.35
8.7,9.05,5,"grass","bluestem","","","T-4","L1","T-4L1",2024-06-07,0.350000000000001
9.2,10.1,11,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,0.9
10.11,10.35,6.5,"grass","bluestem","","","T-4","L1","T-4L1",2024-06-07,0.24
10.36,11,9,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,0.640000000000001
12.6,13.4,5,"grass","bluestem","","","T-4","L1","T-4L1",2024-06-07,0.800000000000001
13.5,15.15,10,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,1.65
15.16,15.6,9.5,"shrub","broadleaf_shrub","Illex","","T-4","L1","T-4L1",2024-06-07,0.44
15.61,17.4,9.5,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,1.79
17.9,18.2,4,"grass","bluestem","","","T-4","L1","T-4L1",2024-06-07,0.300000000000001
19.4,19.69,6.5,"shrub","broadleaf_shrub","Hypericum","","T-4","L1","T-4L1",2024-06-07,0.290000000000003
19.7,20,9,"shrub","broadleaf_shrub","Rubus","","T-4","L1","T-4L1",2024-06-07,0.300000000000001
0.4,0.9,4,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,0.5
1.2,2.8,5,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,1.6
3.05,5.5,4,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,2.45
5.55,6.9,14,"shrub","saw_palmetto","","","T-21","L4","T-21L4",2024-06-06,1.35
6.91,7.3,6.5,"shrub","broadleaf_shrub","Rhus","","T-21","L4","T-21L4",2024-06-06,0.39
7.5,10.4,4,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,2.9
11,12.2,5,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,1.2
12.4,13.1,4,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,0.699999999999999
13.55,15.55,4.5,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,2
15.7,17.2,11,"shrub","saw_palmetto","","","T-21","L4","T-21L4",2024-06-06,1.5
17.21,17.9,5,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,0.689999999999998
17.95,19.35,8,"shrub","broadleaf_shrub","Illex","","T-21","L4","T-21L4",2024-06-06,1.4
19.36,20,7,"forb","fern","","","T-21","L4","T-21L4",2024-06-06,0.640000000000001
0.6,2.2,10,"shrub","broadleaf_shrub","Illex","","T-21","L3","T-21L3",2024-06-06,1.6
2.95,3.8,13,"shrub","broadleaf_shrub","Illex","","T-21","L3","T-21L3",2024-06-06,0.85
3.81,5.7,3.5,"forb","fern","","","T-21","L3","T-21L3",2024-06-06,1.89
5.71,6.1,2,"shrub","broadleaf_vine","gelsium","","T-21","L3","T-21L3",2024-06-06,0.39
6.25,7,5,"forb","fern","","","T-21","L3","T-21L3",2024-06-06,0.75
7.01,7.7,3.5,"shrub","broadleaf_vine","Gelsium","","T-21","L3","T-21L3",2024-06-06,0.69
8.8,9.3,4,"shrub","broadleaf_vine","Muscadina","","T-21","L3","T-21L3",2024-06-06,0.5
9.4,10.4,9.5,"shrub","broadleaf_shrub","Illex","","T-21","L3","T-21L3",2024-06-06,1
10.41,10.8,2,"shrub","broadleaf_vine","Muscadina","","T-21","L3","T-21L3",2024-06-06,0.390000000000001
10.81,12.1,5.5,"forb","fern","","","T-21","L3","T-21L3",2024-06-06,1.29
13.3,13.7,6,"forb","fern","","","T-21","L3","T-21L3",2024-06-06,0.399999999999999
13.71,16.5,17,"shrub","saw_palmetto","","","T-21","L3","T-21L3",2024-06-06,2.79
16.51,18,10,"shrub","broadleaf_vine","Muscadina","","T-21","L3","T-21L3",2024-06-06,1.49
18.5,20,15,"shrub","broadleaf_vine","Muscadina","","T-21","L3","T-21L3",2024-06-06,1.5
0,0.9,3,"forb","fern","","","T-21","L2","T-21L2",2024-06-06,0.9
1.2,2.4,8.5,"shrub","broadleaf_shrub","Rubus","","T-21","L2","T-21L2",2024-06-06,1.2
2.41,4.6,8,"forb","fern","","","T-21","L2","T-21L2",2024-06-06,2.19
4.61,5.15,6.5,"shrub","broadleaf_shrub","Rubus","","T-21","L2","T-21L2",2024-06-06,0.54
5.16,5.5,3,"grass","bluestem","","","T-21","L2","T-21L2",2024-06-06,0.34
6.1,6.3,6,"grass","bluestem","","","T-21","L2","T-21L2",2024-06-06,0.2
6.85,7.5,6,"grass","bluestem","","","T-21","L2","T-21L2",2024-06-06,0.65
7.8,8.1,5,"forb","fern","","","T-21","L2","T-21L2",2024-06-06,0.3
8.25,8.8,8,"shrub","broadleaf_shrub","Illex","","T-21","L2","T-21L2",2024-06-06,0.550000000000001
9.95,10.35,3,"forb","fern","","","T-21","L2","T-21L2",2024-06-06,0.4
10.9,11.5,5.5,"forb","fern","","","T-21","L2","T-21L2",2024-06-06,0.6
11.56,11.85,5,"grass","bluestem","","","T-21","L2","T-21L2",2024-06-06,0.289999999999999
11.9,12.15,5,"shrub","broadleaf_shrub","Illex","","T-21","L2","T-21L2",2024-06-06,0.25
12.5,15,11,"shrub","broadleaf_shrub","Illex","","T-21","L2","T-21L2",2024-06-06,2.5
16,17.5,8,"forb","fern","","","T-21","L2","T-21L2",2024-06-06,1.5
17.65,20,13.5,"shrub","broadleaf_shrub","Illex","","T-21","L2","T-21L2",2024-06-06,2.35
0.7,2.1,8,"shrub","broadleaf_shrub","Illex","","T-21","L1","T-21L1",2024-06-06,1.4
2.6,2.9,4.5,"forb","fern","","","T-21","L1","T-21L1",2024-06-06,0.3
2.91,3.9,12,"shrub","broadleaf_shrub","Illex","","T-21","L1","T-21L1",2024-06-06,0.99
4.35,5.85,8.5,"shrub","broadleaf_shrub","Illex","","T-21","L1","T-21L1",2024-06-06,1.5
6.35,6.7,7.5,"shrub","broadleaf_shrub","Illex","","T-21","L1","T-21L1",2024-06-06,0.350000000000001
6.9,7.7,20,"conifer","pine","","","T-21","L1","T-21L1",2024-06-06,0.8
8.1,9.6,13.5,"shrub","broadleaf_shrub","Illex","","T-21","L1","T-21L1",2024-06-06,1.5
10.1,11,6,"shrub","broadleaf_shrub","Illex","","T-21","L1","T-21L1",2024-06-06,0.9
11.6,12,4,"grass","bluestem","","","T-21","L1","T-21L1",2024-06-06,0.4
14.2,19.8,18,"shrub","broadleaf_vine","Muscadina ","","T-21","L1","T-21L1",2024-06-06,5.6
0.5,2,8,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,1.5
2.2,2.45,7,"grass","bluestem","","","O-1","L4","O-1L4",2024-06-03,0.25
2.46,3.35,8.5,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,0.89
4.8,6,9,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,1.2
6.01,6.4,5,"shrub","broadleaf_shrub","Illex/Gaylusscia/Vaccinium","","O-1","L4","O-1L4",2024-06-03,0.390000000000001
6.45,6.8,6,"grass","bluestem","","","O-1","L4","O-1L4",2024-06-03,0.35
6.81,7.5,6.5,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,0.69
7.55,8.5,4,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-1","L4","O-1L4",2024-06-03,0.95
8.51,9.05,9,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,0.540000000000001
9.1,10,11.5,"shrub","broadleaf_shrub","Persea","","O-1","L4","O-1L4",2024-06-03,0.9
10.01,10.55,7.5,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,0.540000000000001
10.6,11.2,10,"shrub","saw_palmetto","","","O-1","L4","O-1L4",2024-06-03,0.6
11.21,17.2,7,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,5.99
17.8,20,10.5,"shrub","broadleaf_shrub","Illex","","O-1","L4","O-1L4",2024-06-03,2.2
0.3,0.7,10.05,"shrub","broadleaf_shrub","Illex","","O-1","L3","O-1L3",2024-06-03,0.4
1,9.9,7,"shrub","broadleaf_shrub","Illex/Gaylusscia","","O-1","L3","O-1L3",2024-06-03,8.9
10,10.55,10,"shrub","saw_palmetto","","","O-1","L3","O-1L3",2024-06-03,0.550000000000001
11.1,11.7,7.5,"shrub","broadleaf_shrub","Illex","","O-1","L3","O-1L3",2024-06-03,0.6
11.8,12.2,7,"shrub","broadleaf_shrub","Illex","","O-1","L3","O-1L3",2024-06-03,0.399999999999999
12.4,12.7,6,"shrub","broadleaf_shrub","Illex","","O-1","L3","O-1L3",2024-06-03,0.299999999999999
12.95,13.8,6,"shrub","broadleaf_shrub","Illex","","O-1","L3","O-1L3",2024-06-03,0.850000000000001
13.85,14.7,11,"shrub","saw_palmetto","","","O-1","L3","O-1L3",2024-06-03,0.85
14.71,15.9,6,"shrub","broadleaf_shrub","Illex","","O-1","L3","O-1L3",2024-06-03,1.19
