sp.codes,how,dist,min,dir,num,site,date,vist,season,sky,wind,noise,time,temp,comment
PIWA,S,2,0,N,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
RHWO,C,3,0,W,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
COYE,S,1,0,E,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
GCFL,C,2,0,E,2,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
PIWA,S,2,0,W,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
PIWA,S,1,0,N,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
BHCO,C,2,0,E,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
FICR,C,2,1,W,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
FICR,C,2,1,E,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
RHWO,C,2,1,N,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
CARW,S,2,1,S,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
EATO,C,1,1,W,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
EATO,S,1,1,N,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
CARW,S,2,2,E,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
EAKI,C,1,3,E,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
TUTI,S,2,5,N,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
BHNU,C,2,6,W,1,O-3,2024-05-06,2,SPRING,1,0,0,8:17,70,
CARW,S,2,0,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
CARW,S,2,0,S,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
GRCA,C,1,0,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
NOCA,S,2,0,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
COYE,S,1,0,N,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
RBWO,C,2,0,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
GCFL,C,2,0,W,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
PIWA,S,1,0,N,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
COYE,S,1,0,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
NOFL,C,2,0,W,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
EATO,C,2,1,N,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
EATO,C,2,1,S,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
BACS,S,2,2,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
FICR,S,2,2,S,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
RBWO,C,2,2,W,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
EAKI,C,1,3,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
RHWO,C,2,3,W,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
COGR,C,2,7,W,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
BHNU,C,2,7,N,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
PIWO,C,3,8,N,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
YTWA,S,2,9,E,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
DOWO,C,1,9,N,1,O-3,2024-04-29,1,SPRING,1,0,1,9:28,71,
RHWO,C,3,0,S,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
RHWO,C,3,0,S,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
BACS,S,2,0,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
MODO,S,2,0,E,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
GCFL,C,2,0,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
RCWO,C,2,0,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
EABL,C,2,0,E,2,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
CARW,S,2,1,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
PIWA,C,2,2,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
CARW,S,2,2,S,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
NOBO,C,2,2,E,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
SACR,C,3,4,W,2,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
NOBO,C,1,4,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
NOBO,C,2,5,N,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
BACS,S,1,6,N,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
WODU,C,2,6,E,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
NOBO,C,3,6,E,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
BHNU,C,2,7,W,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
RBWO,C,3,8,N,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
CACH,S,1,9,N,1,O-8,2024-05-06,2,SPRING,0,0,0,8:06,70,
CARW,S,2,0,E,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
CARW,S,2,0,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
BACS,S,1,0,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
RHWO,C,1,0,S,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
NOCA,S,2,0,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
GCFL,C,2,0,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
MODO,S,2,0,N,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
MODO,S,2,0,S,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
BADO,S,3,0,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
RCWO,C,1,0,S,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
RHWO,C,1,0,E,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
RBWO,C,2,2,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
BRTH,S,2,2,E,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
NOFL,C,1,2,N,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
GCFL,C,2,3,N,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
NOBO,S,2,4,E,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
NOBO,S,2,4,W,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
BACS,S,2,5,S,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
RCWO,C,0,6,N,2,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
RCWO,C,0,9,E,1,O-8,2024-04-29,1,SPRING,1,0,1,8:28,70,
,,,,,,,,,,,,,,,
EATO,C,1,0,N,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
EATO,C,1,0,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
BACS,S,1,0,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
PIWA,S,1,0,N,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
MODO,S,2,0,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
CARW,S,2,0,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
RBWO,C,2,0,S,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
GCFL,C,1,0,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
RHWO,C,3,0,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
CARW,S,2,0,S,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
BRTH,X,1,1,N,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
COYE,C,0,1,N,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
COYE,S,2,1,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
GCFL,C,2,2,S,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
NOBO,S,2,2,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
COGR,C,2,2,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
EATO,C,1,3,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
EATO,C,0,4,S,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
BHN U,C,1,6,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
PRAW,S,2,6,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
NOFL,C,2,6,W,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
PIWA,S,2,7,E,1,O-1,2024-04-29,1,SPRING,1,1,1,9:58,74,
NOMO,S,2,0,E,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
RBWO,C,2,0,W,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
EATO,S,2,0,N,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
MODO,S,3,0,E,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
PIWA,C,1,0,S,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
EATO,C,1,0,E,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
GCFL,C,2,0,N,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
COGR,C,3,0,W,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
COYE,C,1,0,S,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
CARW,S,2,1,S,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
RHWO,C,2,2,N,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
NOBO,S,2,2,W,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
CACH,C,2,6,W,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
NOCA,S,3,7,W,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
SACR,C,3,7,S,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
PIWA,X,1,8,W,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
CEDW,C,2,9,N,1,O-1,2024-05-06,2,SPRING,1,0,0,7:05,67,
MODO,S,2,0,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
CARW,S,2,0,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
EATO,C,2,0,S,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
WEVI,S,1,0,W,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
RBWO,C,2,0,N,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
GRCA,C,1,0,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
CARW,S,2,0,W,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
WEVI,S,1,0,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
WEVI,S,1,0,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
BLJA,C,2,1,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
GCFL,C,2,2,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
PIWA,S,2,2,N,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
BARS,C,2,4,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
RBWO,C,1,5,N,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
MODO,S,1,5,W,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
PRAW,S,2,6,S,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
AMCR,C,3,7,S,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
RSHA,C,3,8,S,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
NOCA,S,1,9,E,1,M-1,2024-04-28,1,SPRING,1,0,0,7:05,62,
CARW,S,2,0,E,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
GCFL,C,1,0,N,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
EATO,C,1,0,E,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
BACS,S,2,0,W,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
PIWA,S,3,0,E,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
BLJA,C,2,0,S,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
RBWO,C,2,1,S,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
CARW,S,3,1,E,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
CARW,S,2,1,W,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
WEVI,S,2,1,S,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
HOWA,S,3,5,S,1,M-1,2024-05-04,2,SPRING,2,1,1,9:16,73,
BACS,S,1,0,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
EATO,C,1,0,E,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
EATO,C,2,0,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
WEVI,S,0,0,E,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
CARW,S,3,0,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
AMCR,C,3,1,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
PRAW,S,2,1,W,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
COYE,S,2,1,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
MODO,S,2,2,S,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
TUTI,S,2,3,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
NOCA,S,2,3,W,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
RBWO,C,2,3,W,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
WEVI,S,1,3,N,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
COYE,S,1,4,S,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
PIWO,C,3,4,W,1,T-21,2024-05-04,2,SPRING,2,1,1,10:00,75,
GCFL,C,1,0,N,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
WEVI,S,1,0,E,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
AMCR,C,2,0,W,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
EATO,C,1,0,W,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
CARW,S,2,0,S,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
PRAW,S,2,0,N,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
PIWA,S,1,0,N,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
RSHA,C,3,1,E,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
CARW,C,1,2,E,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
COYE,S,2,2,S,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
PIWO,C,2,2,S,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
NOCA,S,1,2,N,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
EATO,C,1,3,E,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
AMCR,C,3,4,N,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
BACS,S,1,4,S,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
RBWO,C,2,5,W,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
GCFL,C,2,7,N,1,T-21,2024-04-26,1,SPRING,0,0,2,7:01,60,
WEVI,S,1,0,W,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
PRAW,S,1,0,E,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
GCFL,C,1,0,N,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
PIWO,C,2,0,S,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
COYE,S,1,0,E,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
GRCA,C,2,1,S,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
HOWR,S,1,1,E,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
NOCA,S,1,2,N,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
SUTA,C,1,3,N,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
AMCR,C,3,4,S,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
CARW,S,2,6,W,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
WEVI,S,2,9,E,1,R-7,2024-04-23,1,SPRING,0,1,1,10:07,62,
BACS,S,0,0,E,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
PRAW,S,1,0,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
NOCA,S,1,0,E,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
WEVI,S,1,0,W,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
GCFL,C,2,0,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
RHWO,C,2,0,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
BLJA,C,2,0,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
EATO,S,1,0,E,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
NOCA,S,1,0,S,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
COYE,S,1,0,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
AMCR,C,3,1,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
SUTA,S,2,1,W,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
COYE,S,0,3,S,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
EATO,C,1,6,E,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
RBWO,C,2,6,N,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
INBU,S,0,6,E,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
CARW,S,1,7,S,1,R-7,2024-05-01,2,SPRING,1,0,0,7:28,65,
GCFL,C,2,0,E,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
CARW,S,1,0,S,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
CARW,S,1,0,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
PRAW,S,1,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
MODO,S,1,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
RSHA,C,2,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
COYE,S,0,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
NOCA,S,1,1,E,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
EATO,C,2,1,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
NOCA,S,1,1,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
RBWO,C,2,1,E,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
WEVI,S,1,1,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
COYE,S,1,2,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
PRAW,S,1,2,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
RBWO,C,1,7,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
AMCR,C,2,8,S,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
WEVI,S,1,9,S,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
COYE,S,1,0,N,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
NOCA,S,1,0,E,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
NOCA,S,1,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
INBU,S,1,0,E,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
PRAW,S,1,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
BLGR,S,2,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
WEVI,S,1,0,E,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
COYE,S,2,0,S,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
AMCR,C,2,0,S,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
YBCU,C,2,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
CARW,S,1,2,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
WEVI,S,1,4,N,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
EATO,C,1,4,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
INBU,X,0,6,E,2,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
RSHA,C,3,7,S,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
GCFL,C,0,0,E,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
CARW,S,2,0,S,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
CARW,S,1,0,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
PRAW,S,1,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
MODO,S,1,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
RSHA,C,2,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
COYE,S,0,0,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
NOCA,S,1,1,E,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
EATO,C,2,1,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
NOCA,S,1,1,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
RBWO,C,2,1,E,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
WEVI,S,1,1,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
COYE,S,1,2,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
PRAW,S,1,2,W,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
RBWO,C,1,7,N,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
AMCR,C,2,8,S,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
WEVI,S,1,9,S,1,R-6,2024-04-23,1,SPRING,0,0,0,9:26,59,
COYE,S,1,0,N,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
NOCA,S,1,0,E,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
NOCA,S,1,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
INBU,S,1,0,E,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
PRAW,S,1,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
BLGR,S,2,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
WEVI,S,1,0,E,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
COYE,S,2,0,S,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
AMCR,C,2,0,S,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
YBCU,C,2,0,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
CARW,S,1,3,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
WEVI,S,1,4,N,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
EATO,C,1,4,W,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
INBU,X,0,6,E,2,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
RSHA,C,3,7,S,1,R-6,2024-05-01,2,SPRING,2,0,1,6:55,64,
EATO,C,1,0,W,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
EATO,C,1,0,N,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
PRAW,S,1,0,E,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
EATO,C,1,0,S,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
GCFL,C,1,0,E,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
AMCR,C,3,0,E,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
RBWO,C,2,0,E,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
YBCU,C,2,0,E,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
PIWA,S,2,0,N,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
GRCA,C,1,0,W,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
PAWA,X,0,1,W,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
PAWA,X,0,1,W,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
BLJA,C,1,2,N,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
BLJA,C,1,2,S,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
MODO,S,2,4,W,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
COYE,S,2,4,S,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
INBU,S,1,5,S,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
COGR,X,0,6,W,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
NOCA,S,1,6,N,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
WEVI,S,1,6,N,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
BACS,S,1,6,E,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
BACS,C,0,9,S,1,R-3,2024-04-23,1,SPRING,0,0,1,8:37,55,
EATO,S,0,0,N,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
REVI,S,1,0,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
EATO,C,1,0,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
WEVI,S,1,0,N,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
COYE,C,1,0,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
PRAW,S,1,0,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
GCFL,C,2,0,N,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
CARW,S,2,0,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
RBWO,C,2,0,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
NOCA,S,1,1,S,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
