sp_code,how,dist,min,count,dir,sex,e_dist,e_time,visit,date,start_time,obs,site,temp,noise,sky,wind,lat,long,comments,aru,site_number,average_shrubs,average_robel
CONI,C,0,1,1,SE,,,,1,5/13/23,6:16:00,DW,M-6,66,2,3,0,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
CWWI,S,1,1,1,N,,,,1,5/13/23,6:16:00,DW,M-6,66,2,3,0,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
MODO,C,2,1,1,E,,,,1,5/13/23,6:16:00,DW,M-6,66,2,3,0,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
COYE,S,1,2,1,W,,,,1,5/13/23,6:16:00,DW,M-6,66,2,3,0,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
CARW,S,0,2,1,W,,,,1,5/13/23,6:16:00,DW,M-6,66,2,3,0,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
COGR,C,0,6,1,W,,,,1,5/13/23,6:16:00,DW,M-6,66,2,3,0,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
GCFL,C,1,0,1,E,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
EATO,C,0,0,1,NW,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
EATO,S,0,0,1,NW,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
AMCR,C,2,0,1,SW,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
NOCA,S,1,0,1,SE,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
EATO,S,1,0,1,S,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
CARW,S,2,2,1,N,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
CARW,S,1,2,1,NE,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
BGGN,C,0,4,1,E,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
CONI,C,0,4,1,N,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
COGR,C,0,4,1,SW,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
COGR,C,0,5,1,SE,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
EATO,C,1,8,1,E,,,,2,5/13/23,6:53:00,DW,T-16,67,0,3,0,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
TUTI,S,1,0,1,NE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
NOCA,S,0,0,1,E,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
COYE,S,0,0,1,NE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
RSHA,C,2,0,1,NE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
AMCR,C,2,0,1,NE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
CARW,S,1,0,1,NE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
CARW,S,1,0,1,SE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
AMCR,C,1,1,1,SE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
WEVI,S,0,2,1,NE,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
EATO,S,1,2,1,S,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
NOMO,S,1,3,1,S,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
YBCU,C,1,3,1,E,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
MODO,S,3,4,1,S,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
PIWO,C,3,4,1,S,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
COGR,C,0,8,1,SW,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
BLGR,S,0,8,1,S,,,,2,5/13/23,7:34:00,DW,T-18,68,1,3,0,31.057842,-81.957241,,SMA10458,20,1,13.875
WEVI,S,0,0,1,SW,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
CARW,S,1,0,1,NW,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
CARW,S,2,0,1,N,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
AMCR,C,2,0,1,N,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
NOMO,S,1,1,1,SE,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
COYE,S,0,1,1,SW,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
YBCU,S,1,2,1,W,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
NOPA,S,1,3,1,W,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
RBWO,C,1,3,1,NW,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
BLJA,C,1,3,1,E,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
NOCA,S,1,6,1,W,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
GCFL,C,0,8,1,SW,,,,2,5/13/23,7:58:00,DW,T-19,68,0,3,1,31.060222,-81.959054,,SMA10471,21,0.5,7.875
COYE,S,0,0,1,NE,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
MODO,S,1,0,1,NE,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
YBCU,C,3,0,1,SW,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
NOCA,S,1,0,1,SE,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
CARW,S,2,0,1,W,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
EATO,C,1,0,1,N,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
EATO,S,0,0,1,NW,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
CARW,S,1,0,1,E,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
AMCR,C,3,0,1,NW,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
AMCR,C,2,1,1,NW,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
BLJA,C,1,1,1,`NW,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
WEVI,S,0,2,1,SE,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
BLGR,S,0,2,1,NE,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
RBWO,C,1,3,1,E,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
FICR,C,1,8,1,NE,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
GCFL,C,1,9,1,W,,,,2,5/13/23,8:20:00,DW,T-20,70,1,3,1,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
COYE,S,1,0,1,N,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
EATO,S,1,0,1,NE,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
EATO,S,1,0,1,W,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
AMCR,C,2,0,1,N,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CARW,S,1,1,1,SW,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
GCFL,C,0,1,1,NE,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
MODO,S,2,1,1,W,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
NOCA,S,1,1,1,E,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
COYE,S,0,2,1,E,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CARW,S,2,3,1,E,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
RBWO,C,1,4,1,E,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
BACS,S,1,4,1,NW,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
BLGR,S,1,4,1,W,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
AMCR,C,2,4,2,NW,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CARW,C,2,4,1,E,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CONI,X/C,0,7,1,W,M,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
PIWA,S,1,9,1,N,,,,2,5/13/23,8:43:00,DW,T-22,71,1,3,1,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CARW,S,0,0,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
CARW,S,1,0,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
EATO,S,0,0,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
BACS,S,0,0,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
CARW,S,2,0,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
WEVI,S,0,0,1,SW,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
EATO,C,0,1,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
PIWA,S,1,1,1,SW,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
CARW,S,0,1,1,S,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
COYE,S,1,1,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
MODO,S,2,2,1,W,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
WEVI,S,0,3,1,SW,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
WITU,C,2,4,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
PIWO,C,3,5,1,NE,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
BLGR,S,2,8,1,NW,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
AMCR,C,3,9,1,S,,,,2,5/13/23,9:12:00,DW,T-21,71,1,3,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
RSHA,C,2,0,1,N,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
COYE,S,0,0,1,N,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
AMCR,C,1,0,1,N,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
COYE,S,1,0,1,NE,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
WEVI,S,1,0,1,SE,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
CARW,S,1,0,1,W,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
COYE,S,0,0,1,NW,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
NOCA,S,1,0,1,SW,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
BLGR,S,1,1,1,NE,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
AMCR,C,2,2,1,NE,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
WEVI,S,0,2,1,N,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
RBWO,C,2,3,1,W,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
BLJA,C,2,4,1,N,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
EATO,C,1,5,1,SE,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
PIWA,S,1,7,1,W,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
AMCR,C,2,7,1,NE,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
NOPA,S,1,7,1,W,,,,2,5/13/23,9:45:00,DW,T-2,73,1,2,1,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
COYE,S,0,0,1,N,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
COYE,S,0,0,1,W,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
AMCR,C,1,0,1,N,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
GCFL,C,1,0,1,W,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
GCFL,C,2,0,1,NE,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,2,0,1,N,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
COYE,S,1,0,1,SW,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,1,1,1,NE,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
BLJA,C,1,1,1,SW,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
COGR,S,1,1,1,S,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
WOODPECKER SP.,S,2,3,1,N,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
EATO,C,1,3,1,E,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
PRAW,S,1,4,1,NE,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,1,5,1,NE,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
PIWA,S,2,5,1,NE,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
RHWO,C,1,6,1,E,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
NOCA,S,1,6,1,E,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
BACS,S,1,8,1,NE,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
REVI,S,1,9,1,W,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
TUVU,X,0,9,2,W,,,,2,5/13/23,10:07:00,DW,T-1,73,1,2,1,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,0,0,1,NW,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
COYE,S,1,0,1,NE,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
EATO,S,1,0,1,NE,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
EATO,C,0,0,1,W,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
AMCR,C,2,0,1,W,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
CARW,S,1,0,1,SE,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
GCFL,C,1,0,1,N,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
EATO,S,0,1,1,SE,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
NOCA,S,1,2,1,E,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
RBWO,C,1,2,1,N,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
MODO,S,2,3,1,N,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
YBCU,C,1,3,1,NW,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
YBCU,S,1,3,1,NW,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
WEVI,S,0,4,1,NW,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
BLJA,C,1,4,1,NW,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
TUTI,S,1,7,1,SE,,,,2,5/13/23,7:14:00,DW,T-17,69,1,3,0,31.057456,-81.960633,,SMA10466,19,0,5.6875
CWWI,S,1,0,1,S,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
MODO,S,1,0,1,NE,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,1,0,1,NE,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,1,0,1,N,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
COYE,S,1,0,1,N,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
WITU,C,1,0,1,NW,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CWWI,S,1,0,1,SW,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
BACS,S,1,2,1,E,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CWWI,S,1,2,1,E,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
BGGN,C,0,2,1,NW,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
AMCR,C,1,4,1,SW,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
WEVI,S,1,8,1,E,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,1,8,1,E,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
NOCA,S,1,9,1,NW,,,,2,5/14/23,6:11:00,DW,T-3,66,2,1,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
EATO,S,1,0,1,NE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
NOBO,S,2,0,1,NE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
NOCA,S,1,0,1,W,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
AMCR,C,2,0,1,SW,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
CARW,S,1,0,1,W,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
BGGN,C,0,0,1,N,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
BLGR,S,1,0,1,NE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
COYE,S,1,0,1,NW,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
NOBO,S,1,0,1,NE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
BACS,S,2,0,1,SE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
WEVI,S,1,1,1,W,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
CARW,S,1,2,1,E,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
GCFL,C,1,2,1,E,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
WITU,C,2,2,1,SW,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
EATO,S,1,2,1,SE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
GBHE,X/F,0,4,1,NW,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
MODO,S,2,8,1,SE,,,,2,5/14/23,6:38:00,DW,T-4,66,3,1,0,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
EATO,S,0,0,1,NW,,,,2,5/14/23,7:19:00,DW,T-12,70,1,1,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CARW,S,0,0,1,N,,,,2,5/14/23,7:19:00,DW,T-12,70,1,1,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CARW,S,1,0,1,SW,,,,2,5/14/23,7:19:00,DW,T-12,70,1,1,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
MODO,S,2,0,1,E,,,,2,5/14/23,7:19:00,DW,T-12,70,1,1,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
