start,end,height,cover_type,cover_type_sub,genus,species,site,line,site_line,date
19.80,20.00,3.00,forb,forb_other,,,R-9,L4,R-9L4,2024-06-18
0.00,0.70,1.00,shrub,broadleaf_vine,Gelsium,,R-9,L3,R-9L3,2024-06-18
1.70,2.75,7.00,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
2.80,3.20,3.00,shrub,broadleaf_vine,Gelsium,,R-9,L3,R-9L3,2024-06-18
3.70,4.10,5.50,forb,fern,,,R-9,L3,R-9L3,2024-06-18
4.90,5.10,3.50,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
6.00,6.25,4.00,forb,fern,,,R-9,L3,R-9L3,2024-06-18
6.26,6.55,4.00,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
6.65,6.85,6.00,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
7.30,7.50,4.50,forb,forb_other,,,R-9,L3,R-9L3,2024-06-18
7.65,7.85,6.00,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
8.20,8.75,5.00,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
9.10,9.30,2.00,shrub,broadleaf_shrub,Rubus,,R-9,L3,R-9L3,2024-06-18
9.31,9.50,4.00,grass,bluestem,,,R-9,L3,R-9L3,2024-06-18
10.40,10.60,1.00,grass,grass_other,,,R-9,L3,R-9L3,2024-06-18
10.75,11.60,2.50,shrub,broadleaf_shrub,Vaccinium,,R-9,L3,R-9L3,2024-06-18
12.15,12.40,4.00,forb,fern,,,R-9,L3,R-9L3,2024-06-18
12.55,12.80,3.00,shrub,broadleaf_shrub,Mix,Vaccinium/Illex,R-9,L3,R-9L3,2024-06-18
13.00,13.20,4.00,shrub,broadleaf_shrub,Illex,,R-9,L3,R-9L3,2024-06-18
14.40,14.60,1.00,grass,grass_other,,,R-9,L3,R-9L3,2024-06-18
15.00,15.35,4.00,forb,fern,,,R-9,L3,R-9L3,2024-06-18
15.70,16.25,4.00,shrub,broadleaf_shrub,Illex,,R-9,L3,R-9L3,2024-06-18
16.30,16.90,5.00,shrub,broadleaf_shrub,Illex,,R-9,L3,R-9L3,2024-06-18
16.95,17.20,5.00,grass,bluestem,,,R-9,L3,R-9L3,2024-06-18
17.21,20.00,5.00,shrub,broadleaf_shrub,Illex,,R-9,L3,R-9L3,2024-06-18
1.80,2.50,7.00,shrub,broadleaf_shrub,Illex,,R-9,L2,R-9L2,2024-06-18
2.80,3.30,7.00,shrub,saw_palmetto,,,R-9,L2,R-9L2,2024-06-18
3.31,6.70,6.00,shrub,broadleaf_shrub,Illex,,R-9,L2,R-9L2,2024-06-18
6.71,7.10,8.00,shrub,broadleaf_shrub,Rubus,,R-9,L2,R-9L2,2024-06-18
7.11,8.40,5.50,shrub,broadleaf_shrub,Illex,,R-9,L2,R-9L2,2024-06-18
9.55,9.95,5.00,grass,bluestem,,,R-9,L2,R-9L2,2024-06-18
10.05,10.40,3.50,shrub,broadleaf_vine,Gelsium,,R-9,L2,R-9L2,2024-06-18
10.41,11.85,6.00,shrub,broadleaf_shrub,Lyonia,,R-9,L2,R-9L2,2024-06-18
11.90,12.30,3.00,shrub,broadleaf_vine,Gelsium,,R-9,L2,R-9L2,2024-06-18
13.20,13.40,3.00,shrub,broadleaf_shrub,Illex,,R-9,L2,R-9L2,2024-06-18
13.60,13.85,5.00,forb,forb_other,,,R-9,L2,R-9L2,2024-06-18
14.20,14.75,5.00,shrub,saw_palmetto,,,R-9,L2,R-9L2,2024-06-18
16.40,16.70,3.00,forb,forb_other,,,R-9,L2,R-9L2,2024-06-18
0.30,1.10,1.00,shrub,broadleaf_vine,Gelsium,,R-9,L1,R-9L1,2024-06-18
3.25,3.75,4.00,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
4.20,5.90,6.00,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
6.05,6.40,4.50,forb,fern,,,R-9,L1,R-9L1,2024-06-18
6.65,7.40,4.00,forb,fern,,,R-9,L1,R-9L1,2024-06-18
8.10,8.80,6.00,shrub,broadleaf_shrub,Lyonia,,R-9,L1,R-9L1,2024-06-18
8.81,9.50,5.00,forb,fern,,,R-9,L1,R-9L1,2024-06-18
9.51,9.70,3.00,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
9.71,10.50,4.50,shrub,broadleaf_shrub,Mix,Rubus/Vaccinium,R-9,L1,R-9L1,2024-06-18
10.10,10.80,5.00,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
10.81,11.20,5.00,shrub,broadleaf_shrub,Mix,Rubus/Illex,R-9,L1,R-9L1,2024-06-18
11.30,12.90,4.00,forb,fern,,,R-9,L1,R-9L1,2024-06-18
13.35,14.55,5.00,forb,fern,,,R-9,L1,R-9L1,2024-06-18
14.85,15.40,6.00,forb,fern,,,R-9,L1,R-9L1,2024-06-18
15.41,15.75,5.50,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
16.60,17.20,4.50,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
17.21,17.45,4.00,forb,fern,,,R-9,L1,R-9L1,2024-06-18
17.46,18.05,4.50,shrub,broadleaf_shrub,Illex,,R-9,L1,R-9L1,2024-06-18
19.60,20.00,6.00,shrub,broadleaf_shrub,Lyonia,,R-9,L1,R-9L1,2024-06-18
0.00,0.80,5.00,shrub,broadleaf_vine,Gelsium,,R-11,L4,R-11L4,2024-06-17
0.90,1.50,7.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
1.51,1.95,7.00,shrub,broadleaf_shrub,Gordonia,,R-11,L4,R-11L4,2024-06-17
1.96,2.50,5.00,shrub,broadleaf_shrub,Lyonia,,R-11,L4,R-11L4,2024-06-17
2.60,3.40,6.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
3.75,4.60,6.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
4.65,5.35,10.00,shrub,broadleaf_shrub,Illex,,R-11,L4,R-11L4,2024-06-17
5.60,6.05,8.50,shrub,broadleaf_shrub,Illex,,R-11,L4,R-11L4,2024-06-17
6.40,6.90,5.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
7.10,8.00,5.00,grass,bluestem,,,R-11,L4,R-11L4,2024-06-17
8.01,8.85,1.50,shrub,broadleaf_shrub,Kalmia,,R-11,L4,R-11L4,2024-06-17
8.86,10.00,4.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
10.50,11.30,7.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
11.55,11.85,5.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
12.00,12.55,7.00,shrub,broadleaf_shrub,Illex,,R-11,L4,R-11L4,2024-06-17
13.00,13.40,7.00,shrub,broadleaf_shrub,Illex,,R-11,L4,R-11L4,2024-06-17
14.10,16.70,5.50,forb,fern,,,R-11,L4,R-11L4,2024-06-17
16.80,17.00,8.00,shrub,broadleaf_shrub,Illex,,R-11,L4,R-11L4,2024-06-17
17.15,18.20,7.00,forb,fern,,,R-11,L4,R-11L4,2024-06-17
18.40,18.90,5.50,forb,fern,,,R-11,L4,R-11L4,2024-06-17
19.00,19.80,10.00,shrub,saw_palmetto,,,R-11,L4,R-11L4,2024-06-17
0.00,1.80,5.50,forb,fern,,,R-11,L3,R-11L3,2024-06-17
1.81,2.10,4.50,shrub,broadleaf_shrub,Lyonia,,R-11,L3,R-11L3,2024-06-17
2.20,2.90,6.50,shrub,broadleaf_shrub,Lyonia,,R-11,L3,R-11L3,2024-06-17
2.91,3.40,15.00,shrub,broadleaf_shrub,Lyonia,,R-11,L3,R-11L3,2024-06-17
3.60,6.50,17.00,shrub,broadleaf_shrub,Illex,,R-11,L3,R-11L3,2024-06-17
6.51,7.10,14.00,shrub,broadleaf_shrub,Lyonia,,R-11,L3,R-11L3,2024-06-17
7.11,9.75,19.00,shrub,broadleaf_shrub,Illex,,R-11,L3,R-11L3,2024-06-17
9.76,10.00,11.00,shrub,broadleaf_shrub,Morella,,R-11,L3,R-11L3,2024-06-17
0.00,0.70,7.00,forb,fern,,,R-11,L2,R-11L2,2024-06-17
0.71,1.10,5.50,shrub,broadleaf_shrub,Gordonia,,R-11,L2,R-11L2,2024-06-17
1.30,2.20,8.00,shrub,broadleaf_shrub,Lyonia,,R-11,L2,R-11L2,2024-06-17
2.21,2.85,11.00,shrub,broadleaf_shrub,Gordonia,,R-11,L2,R-11L2,2024-06-17
3.00,3.80,4.00,shrub,broadleaf_vine,Gelsium,,R-11,L2,R-11L2,2024-06-17
4.20,4.65,3.00,shrub,broadleaf_vine,Gelsium,,R-11,L2,R-11L2,2024-06-17
4.80,5.00,6.00,shrub,broadleaf_shrub,Illex,,R-11,L2,R-11L2,2024-06-17
5.15,5.65,2.00,forb,fern,,,R-11,L2,R-11L2,2024-06-17
5.70,6.00,7.50,shrub,broadleaf_shrub,Illex,,R-11,L2,R-11L2,2024-06-17
6.20,7.25,9.50,shrub,broadleaf_shrub,Cliftonia,,R-11,L2,R-11L2,2024-06-17
7.50,7.85,3.50,shrub,broadleaf_shrub,Gordonia,,R-11,L2,R-11L2,2024-06-17
8.20,8.60,3.00,grass,bluestem,,,R-11,L2,R-11L2,2024-06-17
9.40,9.75,4.00,shrub,broadleaf_shrub,Gordonia,,R-11,L2,R-11L2,2024-06-17
10.10,10.45,3.00,grass,bluestem,,,R-11,L2,R-11L2,2024-06-17
10.46,10.80,3.00,shrub,broadleaf_shrub,Lyonia,,R-11,L2,R-11L2,2024-06-17
12.65,12.85,5.00,shrub,broadleaf_shrub,Lyonia,,R-11,L2,R-11L2,2024-06-17
13.25,13.40,4.00,shrub,broadleaf_shrub,Gordonia,,R-11,L2,R-11L2,2024-06-17
13.65,14.00,6.00,grass,bluestem,,,R-11,L2,R-11L2,2024-06-17
14.10,14.50,4.50,grass,bluestem,,,R-11,L2,R-11L2,2024-06-17
14.51,14.80,3.00,forb,fern,,,R-11,L2,R-11L2,2024-06-17
15.00,15.35,4.50,grass,bluestem,,,R-11,L2,R-11L2,2024-06-17
15.36,18.10,3.50,shrub,broadleaf_shrub,Lyonia,,R-11,L2,R-11L2,2024-06-17
18.50,18.80,3.00,shrub,broadleaf_shrub,Gordonia,,R-11,L2,R-11L2,2024-06-17
19.10,19.40,3.00,grass,grass_other,,,R-11,L2,R-11L2,2024-06-17
0.30,1.00,8.00,shrub,broadleaf_shrub,Cliftonia,,R-11,L1,R-11L1,2024-06-17
1.20,3.60,9.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
3.70,5.15,16.00,shrub,broadleaf_shrub,Illex,,R-11,L1,R-11L1,2024-06-17
5.20,5.55,5.50,forb,fern,,,R-11,L1,R-11L1,2024-06-17
5.65,6.90,5.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
6.95,7.20,4.50,shrub,broadleaf_shrub,Gordonia,,R-11,L1,R-11L1,2024-06-17
7.21,8.60,9.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
8.70,9.30,7.00,forb,fern,,,R-11,L1,R-11L1,2024-06-17
9.31,9.65,11.00,shrub,broadleaf_shrub,Gordonia,,R-11,L1,R-11L1,2024-06-17
9.66,12.60,5.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
12.61,13.20,7.00,shrub,broadleaf_shrub,Illex,,R-11,L1,R-11L1,2024-06-17
13.50,14.25,4.50,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
14.26,14.55,4.00,shrub,broadleaf_shrub,Gordonia,,R-11,L1,R-11L1,2024-06-17
15.10,15.40,3.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
15.40,16.60,7.00,shrub,broadleaf_shrub,Illex,,R-11,L1,R-11L1,2024-06-17
17.20,17.50,3.50,shrub,broadleaf_shrub,Illex,,R-11,L1,R-11L1,2024-06-17
17.51,17.95,4.00,grass,bluestem,,,R-11,L1,R-11L1,2024-06-17
18.00,18.50,5.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
18.70,19.00,6.00,grass,bluestem,,,R-11,L1,R-11L1,2024-06-17
19.01,19.40,4.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
19.41,19.89,6.00,grass,bluestem,,,R-11,L1,R-11L1,2024-06-17
19.90,20.00,4.00,shrub,broadleaf_shrub,Lyonia,,R-11,L1,R-11L1,2024-06-17
2.10,2.65,5.00,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
2.80,3.90,8.00,shrub,saw_palmetto,,,R-1,L4,R-1L4,2024-06-17
4.10,4.50,7.50,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
4.80,5.30,8.00,shrub,broadleaf_shrub,Quercus,,R-1,L4,R-1L4,2024-06-17
5.55,5.80,4.50,shrub,broadleaf_shrub,Mix,Gaylusssacia/Vaccinum/Quercus,R-1,L4,R-1L4,2024-06-17
5.81,6.80,6.00,shrub,broadleaf_shrub,Castanea,,R-1,L4,R-1L4,2024-06-17
6.81,7.25,9.50,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
7.40,8.10,5.00,shrub,broadleaf_shrub,Quercus,,R-1,L4,R-1L4,2024-06-17
8.11,8.80,12.00,shrub,saw_palmetto,,,R-1,L4,R-1L4,2024-06-17
8.95,9.90,10.00,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
9.80,10.20,10.00,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
10.21,11.45,11.00,shrub,saw_palmetto,,,R-1,L4,R-1L4,2024-06-17
11.65,12.90,15.00,shrub,broadleaf_shrub,Quercus,,R-1,L4,R-1L4,2024-06-17
12.91,15.30,12.50,shrub,saw_palmetto,,,R-1,L4,R-1L4,2024-06-17
15.31,16.40,9.50,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
16.60,17.60,12.00,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
17.60,17.90,5.00,shrub,broadleaf_shrub,Gaylussacia,,R-1,L4,R-1L4,2024-06-17
18.25,18.70,4.50,shrub,broadleaf_shrub,Gaylussacia,,R-1,L4,R-1L4,2024-06-17
18.71,20.00,11.00,shrub,broadleaf_shrub,Illex,,R-1,L4,R-1L4,2024-06-17
0.90,1.90,9.00,shrub,saw_palmetto,,,R-1,L3,R-1L3,2024-06-17
2.00,2.30,8.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
2.35,2.70,9.50,conifer,pine,,,R-1,L3,R-1L3,2024-06-17
2.80,3.45,13.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
3.46,3.65,5.50,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
3.70,4.50,9.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
4.60,5.60,11.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
5.65,7.25,9.00,shrub,broadleaf_shrub,Castanea,,R-1,L3,R-1L3,2024-06-17
7.30,8.05,18.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
8.06,8.50,10.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
8.55,9.00,15.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
9.01,9.55,4.50,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
10.25,10.65,8.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
11.10,11.50,7.50,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
11.51,12.20,19.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
12.21,14.60,13.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
14.80,15.20,7.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
15.40,17.20,19.00,shrub,broadleaf_shrub,Quercus,,R-1,L3,R-1L3,2024-06-17
18.10,18.60,8.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
19.10,19.70,9.00,shrub,broadleaf_shrub,Illex,,R-1,L3,R-1L3,2024-06-17
19.70,20.00,9.50,shrub,broadleaf_shrub,Gaylussacia,,R-1,L3,R-1L3,2024-06-17
0.50,5.40,12.00,shrub,saw_palmetto,,,R-1,L2,R-1L2,2024-06-17
5.55,5.85,9.50,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
5.86,6.40,10.00,shrub,broadleaf_shrub,Castanea,,R-1,L2,R-1L2,2024-06-17
6.60,6.65,7.00,shrub,broadleaf_shrub,Castanea,,R-1,L2,R-1L2,2024-06-17
6.66,7.15,5.00,forb,fern,,,R-1,L2,R-1L2,2024-06-17
7.16,7.80,9.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
7.81,8.80,3.00,shrub,broadleaf_shrub,Vaccinium,,R-1,L2,R-1L2,2024-06-17
8.81,9.20,9.50,shrub,broadleaf_shrub,Quercus,,R-1,L2,R-1L2,2024-06-17
9.21,9.80,8.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
9.81,11.20,11.00,shrub,saw_palmetto,,,R-1,L2,R-1L2,2024-06-17
11.21,13.05,10.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
13.10,13.45,5.00,shrub,broadleaf_shrub,Quercus,,R-1,L2,R-1L2,2024-06-17
13.46,14.00,7.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
14.10,14.70,8.00,shrub,broadleaf_shrub,Quercus,,R-1,L2,R-1L2,2024-06-17
14.71,15.40,11.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
15.60,16.30,10.00,shrub,saw_palmetto,,,R-1,L2,R-1L2,2024-06-17
16.31,16.90,10.50,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
16.91,17.60,13.00,shrub,broadleaf_shrub,Quercus,,R-1,L2,R-1L2,2024-06-17
17.70,18.50,7.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
18.51,20.00,11.00,shrub,broadleaf_shrub,Illex,,R-1,L2,R-1L2,2024-06-17
0.65,1.25,5.00,shrub,broadleaf_shrub,Quercus,,R-1,L1,R-1L1,2024-06-17
1.55,2.10,2.00,shrub,broadleaf_shrub,Gay,,R-1,L1,R-1L1,2024-06-17
2.11,7.60,10.00,shrub,broadleaf_shrub,Illex,,R-1,L1,R-1L1,2024-06-17
7.90,8.20,7.50,shrub,broadleaf_shrub,Illex,,R-1,L1,R-1L1,2024-06-17
8.21,9.30,12.00,shrub,broadleaf_shrub,Quercus,,R-1,L1,R-1L1,2024-06-17
9.31,10.60,13.00,shrub,broadleaf_shrub,Illex,,R-1,L1,R-1L1,2024-06-17
10.61,12.50,11.00,shrub,broadleaf_shrub,Quercus,,R-1,L1,R-1L1,2024-06-17
12.51,13.20,14.00,shrub,broadleaf_shrub,Illex,,R-1,L1,R-1L1,2024-06-17
13.21,15.45,14.00,shrub,saw_palmetto,,,R-1,L1,R-1L1,2024-06-17
15.46,18.10,13.50,shrub,broadleaf_shrub,Illex,,R-1,L1,R-1L1,2024-06-17
18.11,20.00,18.00,shrub,broadleaf_shrub,Quercus,,R-1,L1,R-1L1,2024-06-17
0.00,1.20,8.00,forb,fern,,,T-9,L4,T-9L4,2024-06-16
2.70,3.50,20.00,conifer,pine,,,T-9,L4,T-9L4,2024-06-16
4.95,5.60,4.00,shrub,broadleaf_vine,Gelseium,,T-9,L4,T-9L4,2024-06-16
5.80,7.20,10.00,forb,fern,,,T-9,L4,T-9L4,2024-06-16
9.60,12.20,7.00,forb,fern,,,T-9,L4,T-9L4,2024-06-16
12.80,13.30,11.00,shrub,broadleaf_shrub,Morella,,T-9,L4,T-9L4,2024-06-16
13.31,14.10,15.00,shrub,broadleaf_shrub,Illex,,T-9,L4,T-9L4,2024-06-16
14.11,15.70,5.00,forb,fern,,,T-9,L4,T-9L4,2024-06-16
16.10,17.50,8.00,forb,fern,,,T-9,L4,T-9L4,2024-06-16
19.00,20.00,10.00,shrub,broadleaf_shrub,Rubus,,T-9,L4,T-9L4,2024-06-16
0.60,1.70,6.50,forb,fern,,,T-9,L3,T-9L3,2024-06-16
2.10,3.70,7.50,shrub,broadleaf_shrub,Rubus,,T-9,L3,T-9L3,2024-06-16
4.15,4.70,4.00,forb,fern,,,T-9,L3,T-9L3,2024-06-16
4.90,5.10,9.00,forb,fern,,,T-9,L3,T-9L3,2024-06-16
5.15,5.80,12.00,shrub,broadleaf_shrub,Vaccinium,,T-9,L3,T-9L3,2024-06-16
6.70,7.50,4.00,forb,fern,,,T-9,L3,T-9L3,2024-06-16
7.51,7.90,8.00,shrub,broadleaf_shrub,Rubus,,T-9,L3,T-9L3,2024-06-16
8.15,9.80,8.00,forb,fern,,,T-9,L3,T-9L3,2024-06-16
10.20,10.40,6.00,grass,bluestem,,,T-9,L3,T-9L3,2024-06-16
10.60,11.45,7.00,forb,fern,,,T-9,L3,T-9L3,2024-06-16
15.00,15.25,4.00,shrub,broadleaf_shrub,Illex,,T-9,L3,T-9L3,2024-06-16
15.80,16.40,7.50,shrub,broadleaf_shrub,Illex,,T-9,L3,T-9L3,2024-06-16
18.90,19.50,7.00,forb,fern,,,T-9,L3,T-9L3,2024-06-16
19.51,20.00,6.00,shrub,broadleaf_vine,Muscadina,,T-9,L3,T-9L3,2024-06-16
1.50,2.30,6.50,forb,fern,,,T-9,L2,T-9L2,2024-06-16
2.80,3.10,5.00,forb,fern,,,T-9,L2,T-9L2,2024-06-16
4.10,4.40,9.00,shrub,broadleaf_shrub,Rubus,,T-9,L2,T-9L2,2024-06-16
4.80,5.80,5.50,forb,fern,,,T-9,L2,T-9L2,2024-06-16
6.40,8.10,11.00,shrub,broadleaf_shrub,Rubus,,T-9,L2,T-9L2,2024-06-16
8.20,8.60,9.00,forb,fern,,,T-9,L2,T-9L2,2024-06-16
9.10,13.20,14.00,shrub,broadleaf_shrub,Rubus,,T-9,L2,T-9L2,2024-06-16
13.80,14.30,7.00,forb,fern,,,T-9,L2,T-9L2,2024-06-16
15.40,17.20,8.00,forb,fern,,,T-9,L2,T-9L2,2024-06-16
17.35,17.70,9.00,shrub,broadleaf_shrub,Rubus,,T-9,L2,T-9L2,2024-06-16
18.15,19.00,11.00,shrub,broadleaf_shrub,Rubus,,T-9,L2,T-9L2,2024-06-16
0.20,1.50,5.00,forb,fern,,,T-9,L1,T-9L1,2024-06-16
2.20,7.30,8.00,forb,fern,,,T-9,L1,T-9L1,2024-06-16
7.70,11.40,11.00,shrub,broadleaf_shrub,Rubus,,T-9,L1,T-9L1,2024-06-16
12.00,12.60,12.70,shrub,broadleaf_vine,Musscadina,,T-9,L1,T-9L1,2024-06-16
18.00,20.00,12.00,forb,fern,,,T-9,L1,T-9L1,2024-06-16
0.00,0.50,4.00,forb,forb_other,,,M-6,L4,M-6L4,2024-06-01
1.10,1.30,5.00,grass,grass_other,,,M-6,L4,M-6L4,2024-06-01
1.40,2.60,6.00,forb,forb_other,,,M-6,L4,M-6L4,2024-06-01
2.70,4.35,5.00,forb,forb_other,,,M-6,L4,M-6L4,2024-06-01
4.40,6.00,8.00,grass,grass_other,,,M-6,L4,M-6L4,2024-06-01
6.10,7.00,5.50,forb,forb_other,,,M-6,L4,M-6L4,2024-06-01
7.05,7.75,8.00,grass,grass_other,,,M-6,L4,M-6L4,2024-06-01
7.76,9.20,4.00,forb,forb_other,,,M-6,L4,M-6L4,2024-06-01
10.90,11.50,6.00,grass,grass_other,,,M-6,L4,M-6L4,2024-06-01
12.40,13.40,6.00,grass,grass_other,,,M-6,L4,M-6L4,2024-06-01
14.75,15.10,7.00,grass,grass_other,,,M-6,L4,M-6L4,2024-06-01
16.00,16.35,5.50,shrub,broadleaf_shrub,Rubus,,M-6,L4,M-6L4,2024-06-01
17.10,17.70,7.50,shrub,broadleaf_shrub,Rubus,,M-6,L4,M-6L4,2024-06-01
19.40,20.00,8.00,shrub,broadleaf_shrub,Rubus,,M-6,L4,M-6L4,2024-06-01
0.00,1.60,5.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
2.10,3.00,3.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
3.80,4.50,8.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
4.80,5.80,6.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
5.81,6.30,5.50,forb,forb_other,,,M-6,L3,M-6L3,2024-06-01
6.60,7.40,3.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
7.80,8.20,5.00,forb,forb_other,,,M-6,L3,M-6L3,2024-06-01
8.21,9.50,5.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
9.55,9.80,5.00,forb,forb_other,,,M-6,L3,M-6L3,2024-06-01
11.80,13.00,6.00,forb,forb_other,,,M-6,L3,M-6L3,2024-06-01
13.10,13.85,8.00,shrub,broadleaf_shrub,Rubus,,M-6,L3,M-6L3,2024-06-01
14.00,15.20,4.00,forb,forb_other,,,M-6,L3,M-6L3,2024-06-01
15.30,16.10,6.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
16.11,16.40,7.00,grass,grass_other,,,M-6,L3,M-6L3,2024-06-01
16.41,18.20,8.00,forb,forb_other,,,M-6,L3,M-6L3,2024-06-01
18.21,18.55,4.50,shrub,broadleaf_shrub,Morella,,M-6,L3,M-6L3,2024-06-01
18.60,19.10,5.00,grass,bluestem,,,M-6,L3,M-6L3,2024-06-01
19.11,20.00,10.00,shrub,broadleaf_shrub,Rubus/Morella,,M-6,L3,M-6L3,2024-06-01
0.00,0.40,4.00,forb,forb_other,,,M-6,L2,M-6L2,2024-06-01
1.00,1.50,4.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
1.65,1.90,5.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
2.70,3.10,4.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
3.50,3.65,5.00,shrub,broadleaf_shrub,Rubus,,M-6,L2,M-6L2,2024-06-01
4.50,4.80,6.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
4.90,5.20,3.00,forb,forb_vine,,,M-6,L2,M-6L2,2024-06-01
5.60,6.05,4.50,grass,bluestem,,,M-6,L2,M-6L2,2024-06-01
6.70,7.20,5.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
7.50,7.85,2.00,forb,forb_other,,,M-6,L2,M-6L2,2024-06-01
9.20,9.90,3.00,forb,forb_other,,,M-6,L2,M-6L2,2024-06-01
10.30,10.65,6.00,grass,bluestem,,,M-6,L2,M-6L2,2024-06-01
10.66,11.20,2.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
11.60,11.95,7.50,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
12.70,13.00,5.50,forb,forb_other,,,M-6,L2,M-6L2,2024-06-01
13.20,13.60,3.50,forb/grass,forb_other,,,M-6,L2,M-6L2,2024-06-01
14.40,15.10,7.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
15.20,15.40,4.50,forb,forb_other,,,M-6,L2,M-6L2,2024-06-01
